FID,CODI_ACCES,NOM_ACCES,CODI_GRUP_ESTACIO,NOM_ESTACIO,ID_TIPUS_ACCESSIBILITAT,NOM_TIPUS_ACCESSIBILITAT,NUM_ASCENSORS,DATA,GEOMETRY
ACCESSOS.41501,41501,Jaume Fabre,6660415,Besòs Mar,1,Accessible,1,2021-07-21,POINT (2.2166777693806643 41.414530716623666)
ACCESSOS.41511,41511,Ferrer Bassa,6660415,Besòs Mar,3,No accessible,0,2021-07-21,POINT (2.21541421701844 41.41568433295783)
ACCESSOS.41601,41601,Rambla de Prim,6660416,El Maresme | Fòrum,1,Accessible,1,2021-07-21,POINT (2.2175767847471763 41.41220882345698)
ACCESSOS.41611,41611,Avinguda Diagonal,6660416,El Maresme | Fòrum,3,No accessible,0,2021-07-21,POINT (2.2160630670103947 41.411732588322984)
ACCESSOS.41701,41701,Selva de Mar,6660417,Selva de Mar,3,No accessible,0,2021-07-21,POINT (2.2095668767194434 41.40821406823348)
ACCESSOS.41711,41711,Provençals,6660417,Selva de Mar,1,Accessible,1,2021-07-21,POINT (2.2083583462233545 41.40777282064736)
ACCESSOS.41801,41801,Pujades / Bilbao,6660418,Poblenou,1,Accessible,1,2021-07-21,POINT (2.202940589771111 41.40351070286831)
ACCESSOS.41901,41901,Pujades / Ciutat de Granada,6660419,Llacuna,1,Accessible,1,2021-07-21,POINT (2.197267337323021 41.39920826558605)
ACCESSOS.42001,42001,Pujades / Pere IV,6660420,Bogatell,3,No accessible,0,2021-07-21,POINT (2.191566344480914 41.39488392326392)
ACCESSOS.42011,42011,Pujades,6660420,Bogatell,1,Accessible,1,2021-07-21,POINT (2.1926279946926095 41.39548720974127)
ACCESSOS.42101,42101,Avinguda Icària,6660421,Ciutadella | Vila Olímpica,3,No accessible,0,2021-07-21,POINT (2.1934139603588205 41.387903375455274)
ACCESSOS.42102,42102,Zoo,6660421,Ciutadella | Vila Olímpica,3,No accessible,0,2021-07-21,POINT (2.193053918835433 41.38815523473655)
ACCESSOS.42201,42201,Plaça Pau Vila,6660422,Barceloneta,1,Accessible,1,2021-07-21,POINT (2.1858192894438697 41.38236821843024)
ACCESSOS.42301,42301,Plaça de l'Àngel,6660423,Jaume I,1,Accessible,1,2021-07-21,POINT (2.1784429898771593 41.38382347679052)
ACCESSOS.42311,42311,Argenteria,6660423,Jaume I,1,Accessible,1,2021-07-21,POINT (2.1792694422401935 41.383817813127976)
ACCESSOS.42601,42601,Consell de Cent,6660426,Girona,1,Accessible,1,2021-07-21,POINT (2.170834416676432 41.394835322546584)
ACCESSOS.42602,42602,Girona,6660426,Girona,3,No accessible,0,2021-07-21,POINT (2.1714370252055546 41.39466633754326)
ACCESSOS.42701,42701,Passeig Sant Joan,6660427,Verdaguer,3,No accessible,0,2021-07-21,POINT (2.168743126712873 41.399896785795484)
ACCESSOS.52201,52201,Bailèn,6660427,Verdaguer,3,No accessible,0,2021-07-21,POINT (2.1674435087087836 41.39907870304267)
ACCESSOS.52211,52211,Avinguda Diagonal,6660427,Verdaguer,3,No accessible,0,2021-07-21,POINT (2.1661909840678293 41.39846104828594)
ACCESSOS.52212,52212,Girona,6660427,Verdaguer,3,No accessible,0,2021-07-21,POINT (2.166126840672571 41.39868396089712)
ACCESSOS.42801,42801,Escorial,6660428,Joanic,1,Accessible,1,2021-07-21,POINT (2.1628982674135058 41.406025461731545)
ACCESSOS.42802,42802,Pi i Margall,6660428,Joanic,3,No accessible,0,2021-07-21,POINT (2.1631784191637613 41.40573590753078)
ACCESSOS.42901,42901,Ronda Guinardó,6660429,Alfons X,1,Accessible,1,2021-07-21,POINT (2.1665122167913315 41.412396309165906)
ACCESSOS.42902,42902,Lepant,6660429,Alfons X,3,No accessible,0,2021-07-21,POINT (2.166926884371684 41.41194800811718)
ACCESSOS.42903,42903,Plaça Alfons el Savi,6660429,Alfons X,3,No accessible,0,2021-07-21,POINT (2.1650869902343994 41.41206802846406)
ACCESSOS.43001,43001,Sant Quintí,6660430,Guinardó | Hospital de Sant Pau ,1,Accessible,1,2021-07-21,POINT (2.17448556195168 41.41602013578463)
ACCESSOS.43012,43012,Hospital de Sant Pau,6660430,Guinardó | Hospital de Sant Pau ,1,Accessible,0,2021-07-21,POINT (2.174417599864814 41.415769240572445)
ACCESSOS.43101,43101,Ronda Guinardó,6660431,Maragall,3,No accessible,0,2021-07-21,POINT (2.1773792227562048 41.42248342425998)
ACCESSOS.52801,52801,Ramon Albó,6660431,Maragall,3,No accessible,0,2021-07-21,POINT (2.177164452404854 41.4244727384488)
ACCESSOS.52811,52811,Avinguda dels Quinze,6660431,Maragall,3,No accessible,0,2021-07-21,POINT (2.1760634615457635 41.42570009489562)
ACCESSOS.52812,52812,Prat d'en Roquer,6660431,Maragall,3,No accessible,0,2021-07-21,POINT (2.1764610879640025 41.42550835136221)
ACCESSOS.43201,43201,Passeig Verdum / Llucmajor,6660432,Llucmajor,1,Accessible,1,2021-07-21,POINT (2.173895569321168 41.437616701245766)
ACCESSOS.43202,43202,Plaça Jardins d'Alfàbia,6660432,Llucmajor,3,No accessible,0,2021-07-21,POINT (2.173829044280302 41.43711488742183)
ACCESSOS.43211,43211,Pi i Molist,6660432,Llucmajor,3,No accessible,0,2021-07-21,POINT (2.1728798103544618 41.436740514085386)
ACCESSOS.43301,43301,Via Júlia / Joaquim Valls,6660433,Via Júlia,1,Accessible,1,2021-07-21,POINT (2.1788971202088763 41.44425262949602)
ACCESSOS.43311,43311,Via Júlia / Argullós,6660433,Via Júlia,3,No accessible,0,2021-07-21,POINT (2.178598661229453 41.443561863852345)
ACCESSOS.50901,50901,Plaça Estació,6660509,Cornellà Centre,1,Accessible,1,2021-07-21,POINT (2.0699015151307307 41.35735037821628)
ACCESSOS.51001,51001,Lindavista,6660510,Gavarra,1,Accessible,1,2021-07-21,POINT (2.0789561859060086 41.3577673220844)
ACCESSOS.51002,51002,Plaça Tàrrega,6660510,Gavarra,3,No accessible,0,2021-07-21,POINT (2.078852135643713 41.35792041068304)
ACCESSOS.51101,51101,Avinguda República Argentina,6660511,Sant Ildefons,3,No accessible,0,2021-07-21,POINT (2.083927887746599 41.363390272636906)
ACCESSOS.51102,51102,Mercat Sant Ildefons,6660511,Sant Ildefons,1,Accessible,1,2021-07-21,POINT (2.0840965480385196 41.36309026718108)
ACCESSOS.51201,51201,Estronci,6660512,Can Boixeres,1,Accessible,1,2021-07-21,POINT (2.090696493388553 41.36610630964141)
ACCESSOS.51301,51301,Hortènsia,6660513,Can Vidalet,3,No accessible,0,2021-07-21,POINT (2.0993829365383507 41.37146257653596)
ACCESSOS.51311,51311,Maladeta,6660513,Can Vidalet,1,Accessible,1,2021-07-21,POINT (2.0999026596672605 41.37196795384223)
ACCESSOS.51401,51401,Avinguda Josep Molins,6660514,Pubilla Cases,1,Accessible,1,2021-07-21,POINT (2.106320496479372 41.37350953109733)
ACCESSOS.51402,51402,Esteve Grau,6660514,Pubilla Cases,3,No accessible,0,2021-07-21,POINT (2.1068724759790567 41.373490348877894)
ACCESSOS.51411,51411,Doctor Ramon Solanich,6660514,Pubilla Cases,3,No accessible,0,2021-07-21,POINT (2.107924691533878 41.37403183137629)
ACCESSOS.51501,51501,Travessera de les Corts,6660515,Collblanc,3,No accessible,0,2021-07-21,POINT (2.120434295946638 41.375839939818576)
ACCESSOS.51502,51502,Doctor Martí i Julià,6660515,Collblanc,3,No accessible,0,2021-07-21,POINT (2.120625060820197 41.375653040366075)
ACCESSOS.91601,91601,Av. Sant Ramon,6660515,Collblanc,1,Accessible,1,2021-07-21,POINT (2.1184479522727964 41.37586944626433)
ACCESSOS.51601,51601,Carrer de Sants,6660516,Badal,3,No accessible,0,2021-07-21,POINT (2.128635729254475 41.37561803970335)
ACCESSOS.51602,51602,Carreras i Candi,6660516,Badal,3,No accessible,0,2021-07-21,POINT (2.1262208050255165 41.375437569753196)
ACCESSOS.51611,51611,Carrer de Sants / Arizala,6660516,Badal,1,Accessible,1,2021-07-21,POINT (2.1260317244158746 41.37567233929521)
ACCESSOS.51901,51901,Rocafort,6660519,Entença,1,Accessible,1,2021-07-21,POINT (2.146110635069211 41.38496374773946)
ACCESSOS.51911,51911,Entença,6660519,Entença,3,No accessible,0,2021-07-21,POINT (2.1450478629137275 41.384122054177965)
ACCESSOS.52001,52001,Villarroel,6660520,Hospital Clínic,3,No accessible,0,2021-07-21,POINT (2.1516064012482254 41.38886729632631)
ACCESSOS.52011,52011,Comte d'Urgell,6660520,Hospital Clínic,3,No accessible,0,2021-07-21,POINT (2.1501830305727547 41.38834045407549)
ACCESSOS.52012,52012,Rosselló,6660520,Hospital Clínic,1,Accessible,1,2021-07-21,POINT (2.150619480791316 41.388395350299575)
ACCESSOS.52401,52401,Dos de Maig,6660524,Sant Pau | Dos de Maig,1,Accessible,1,2021-07-21,POINT (2.1763653799906564 41.41114080447703)
ACCESSOS.52411,52411,Cartagena,6660524,Sant Pau | Dos de Maig,3,No accessible,0,2021-07-21,POINT (2.1757062735093786 41.41004068735595)
ACCESSOS.52501,52501,Passeig Maragall,6660525,Camp de l'Arpa,1,Accessible,1,2021-07-21,POINT (2.1809551946540227 41.41475538864973)
ACCESSOS.52511,52511,Indústria,6660525,Camp de l'Arpa,3,No accessible,0,2021-07-21,POINT (2.181700352854108 41.41528189569665)
ACCESSOS.52701,52701,Matanzas,6660527,Congrés,1,Accessible,1,2021-07-21,POINT (2.182114350361228 41.42342321848205)
ACCESSOS.52711,52711,Francesc Tàrrega,6660527,Congrés,3,No accessible,0,2021-07-21,POINT (2.180782705543495 41.42355745678486)
ACCESSOS.52901,52901,Pi i Molist,6660529,Virrei Amat,3,No accessible,0,2021-07-21,POINT (2.1745288376553185 41.430463669766056)
ACCESSOS.52902,52902,Fabra i Puig,6660529,Virrei Amat,3,No accessible,0,2021-07-21,POINT (2.1740782260251827 41.43023491849355)
ACCESSOS.52903,52903,Virrei Amat (muntanya),6660529,Virrei Amat,1,Accessible,1,2021-07-21,POINT (2.174763343233299 41.43023702077505)
ACCESSOS.52911,52911,Felip II / Virrei Amat,6660529,Virrei Amat,3,No accessible,0,2021-07-21,POINT (2.1755502323990963 41.429204008007446)
ACCESSOS.52912,52912,Virrei Amat (mar),6660529,Virrei Amat,3,No accessible,0,2021-07-21,POINT (2.1747954644946055 41.429371724300154)
ACCESSOS.53001,53001,Canfranc,6660530,Vilapicina,3,No accessible,0,2021-07-21,POINT (2.1673159493380174 41.430570802251374)
ACCESSOS.53002,53002,Cartellà,6660530,Vilapicina,3,No accessible,0,2021-07-21,POINT (2.1667156226419357 41.430350694392594)
ACCESSOS.53011,53011,Passeig de les Palmeres,6660530,Vilapicina,1,Accessible,1,2021-07-21,POINT (2.168476563431491 41.430326179812745)
ACCESSOS.53012,53012,Teide,6660530,Vilapicina,1,Accessible,1,2021-07-21,POINT (2.168485040225751 41.43055214802522)
ACCESSOS.53101,53101,Plaça Eivissa,6660531,Horta,3,No accessible,0,2021-07-21,POINT (2.160950029594109 41.43011108103821)
ACCESSOS.53102,53102,Tajo,6660531,Horta,3,No accessible,0,2021-07-21,POINT (2.160968137390296 41.42967947669823)
ACCESSOS.53111,53111,Lisboa,6660531,Horta,1,Accessible,1,2021-07-21,POINT (2.1588149190327615 41.42969342672421)
ACCESSOS.53201,53201,Plaça Pastrana,6660532,El Carmel,1,Accessible,1,2021-07-21,POINT (2.1560349930542952 41.425538975362834)
ACCESSOS.53211,53211,Llobregós,6660532,El Carmel,3,No accessible,0,2021-07-21,POINT (2.154370583017562 41.42328573366592)
ACCESSOS.53212,53212,Mercat,6660532,El Carmel,1,Accessible,1,2021-07-21,POINT (2.1550153213204495 41.42364530715849)
ACCESSOS.53301,53301,Passeig Mare de Déu del Coll,6660533,El Coll | La Teixonera,1,Accessible,1,2021-07-21,POINT (2.15030270678913 41.4209989290359)
ACCESSOS.53302,53302,Beat Almató,6660533,El Coll | La Teixonera,1,Accessible,0,2021-07-21,POINT (2.149432679446425 41.419761733971406)
ACCESSOS.53311,53311,Arenys,6660533,El Coll | La Teixonera,1,Accessible,1,2021-07-21,POINT (2.1479961471943976 41.42328766815374)
ACCESSOS.90101,90101,Aeroport T1,6660901,Aeroport T1,1,Accessible,0,2021-07-21,POINT (2.0712103137449738 41.28819232176685)
ACCESSOS.90301,90301,Aeroport T2,6660903,Aeroport T2,1,Accessible,1,2021-07-21,POINT (2.073020154893667 41.30392085751796)
ACCESSOS.90401,90401,Avinguda de Les Garrigues / Alta Ribagorça,6660904,Mas Blau,1,Accessible,1,2021-07-21,POINT (2.0733211961667237 41.311866166574404)
ACCESSOS.90501,90501,Riu Llobregat / Riu Xúquer,6660905,Parc Nou,1,Accessible,1,2021-07-21,POINT (2.087374114933685 41.316887406723374)
ACCESSOS.90511,90511,Riu Llobregat / Riu Ebre,6660905,Parc Nou,3,No accessible,0,2021-07-21,POINT (2.088911301489891 41.316411309842785)
ACCESSOS.90601,90601,Plaça Catalunya,6660906,Cèntric,1,Accessible,1,2021-07-21,POINT (2.093119967119463 41.32254235495225)
ACCESSOS.90602,90602,C. Lleida,6660906,Cèntric,3,No accessible,0,2021-07-21,POINT (2.0938312215600168 41.32184761209478)
ACCESSOS.90701,90701,Doctor Soler i Torrens,6660907,El Prat Estació,1,Accessible,1,2021-07-21,POINT (2.089932544277716 41.33126725950448)
ACCESSOS.90901,90901,Av. Verge de Montserrat / Ctra. de la Marina,6660909,Les Moreres,1,Accessible,1,2021-07-21,POINT (2.102664267821187 41.32883210533803)
ACCESSOS.90902,90902,Av. Verge de Montserrat / Les Moreres,6660909,Les Moreres,3,No accessible,0,2021-07-21,POINT (2.103480952220144 41.32920552447803)
ACCESSOS.91001,91001,Carrer K / Carrer Transversal 6,6660910,Mercabarna,1,Accessible,1,2021-07-21,POINT (2.1119712773466173 41.33383224647838)
ACCESSOS.91101,91101,Av. Parc Logístic / C. Número Un,6660911,Parc Logístic,1,Accessible,1,2021-07-21,POINT (2.127133907927153 41.34135302889588)
ACCESSOS.91102,91102,Av. Parc Logístic / C. Número Vint-i-cinc,6660911,Parc Logístic,3,No accessible,0,2021-07-21,POINT (2.1281666270287083 41.341696680484176)
ACCESSOS.91201,91201,Botànica + Accés NORD | EST,6660912,Fira,1,Accessible,1,2021-07-21,POINT (2.1308184384231095 41.3520791789687)
ACCESSOS.91202,91202,Accés SUD,6660912,Fira,1,Accessible,0,2021-07-21,POINT (2.130161348948757 41.352410659580244)
ACCESSOS.91301,91301,Fira Gran Via,6660913,Europa | Fira,1,Accessible,1,2021-07-21,POINT (2.125840722012314 41.35671425717415)
ACCESSOS.91311,91311,Plaça Europa,6660913,Europa | Fira,1,Accessible,1,2021-07-21,POINT (2.124527021260951 41.35731058570792)
ACCESSOS.91401,91401,Can Tries - Narcís de Monturiol,6660914,Can Tries | Gornal,1,Accessible,1,2021-07-21,POINT (2.118223705045705 41.36063591391114)
ACCESSOS.93201,93201,Onze de Setembre,6660932,Onze de Setembre,1,Accessible,1,2021-07-21,POINT (2.1933008223741237 41.4298487175847)
ACCESSOS.93301,93301,Sant Adrià,6660933,Bon Pastor,1,Accessible,1,2021-07-21,POINT (2.2047315457246794 41.4360531670311)
ACCESSOS.93401,93401,Avinguda d'Amèrica,6660934,Llefià,1,Accessible,0,2021-07-21,POINT (2.2175212634603376 41.44130635647114)
ACCESSOS.93402,93402,Avinguda d'Amèrica (mercat),6660934,Llefià,1,Accessible,1,2021-07-21,POINT (2.217083938187719 41.4421682430632)
ACCESSOS.93403,93403,Ronda Sant Antoni,6660934,Llefià,1,Accessible,0,2021-07-21,POINT (2.2173197719249496 41.4411063365731)
ACCESSOS.93501,93501,Marquès de Sant Mori,6660935,La Salut,3,No accessible,0,2021-07-21,POINT (2.2242297001806635 41.442642547069504)
ACCESSOS.93502,93502,Quevedo,6660935,La Salut,3,No accessible,0,2021-07-21,POINT (2.2250436909847853 41.44270344254486)
ACCESSOS.93503,93503,Juan Valera,6660935,La Salut,1,Accessible,1,2021-07-21,POINT (2.223806846674649 41.441486355830804)
ACCESSOS.93504,93504,Austràlia,6660935,La Salut,3,No accessible,0,2021-07-21,POINT (2.223288453106502 41.44221872386628)
ACCESSOS.94001,94001,Avinguda Santa Coloma,6660940,Can Peixauet,1,Accessible,1,2021-07-21,POINT (2.2096957703492026 41.44477958472988)
ACCESSOS.94002,94002,Avinguda Banús Baixa,6660940,Can Peixauet,3,No accessible,0,2021-07-21,POINT (2.210025659335624 41.44421939674089)
ACCESSOS.94101,94101,Banús Baixa,6660941,Santa Rosa,1,Accessible,0,2021-07-21,POINT (2.2155704659483986 41.44677923058486)
ACCESSOS.94301,94301,Mossèn Camil Rossell,6660943,Església Major,1,Accessible,3,2021-07-21,POINT (2.2114418753858107 41.453885593522465)
ACCESSOS.94401,94401,Passatge de Salvatella,6660944,Singuerlín,1,Accessible,1,2021-07-21,POINT (2.205592892706643 41.45960649692378)
ACCESSOS.94501,94501,Francesc Macià,6660945,Can Zam,1,Accessible,1,2021-07-21,POINT (2.198281837713659 41.45756848155419)
ACCESSOS.95401,95401,Carrer A / Carrer 1,6660954,Zona Franca,1,Accessible,0,2021-07-21,POINT (2.144978381649569 41.34311222877129)
ACCESSOS.95402,95402,Carrer A / Carrer 2,6660954,Zona Franca,1,Accessible,0,2021-07-21,POINT (2.144832614303175 41.342872346526015)
ACCESSOS.95403,95403,Carrer A (costat mar),6660954,Zona Franca,1,Accessible,0,2021-07-21,POINT (2.1449341946959053 41.34284331262662)
ACCESSOS.95601,95601,Fira Gran Via (Pavellons 6·7·8),6660956,Foc,1,Accessible,1,2021-07-21,POINT (2.14209075541422 41.355655373429926)
ACCESSOS.95602,95602,Foc (costat Montjuïc),6660956,Foc,1,Accessible,1,2021-07-21,POINT (2.142089981762316 41.35622090746167)
ACCESSOS.95701,95701,Jardins dels Drets Humans,6660957,Foneria,1,Accessible,1,2021-07-21,POINT (2.1383677128471694 41.360606020902836)
ACCESSOS.95702,95702,Mercat de la Marina,6660957,Foneria,1,Accessible,1,2021-07-21,POINT (2.13877309287938 41.360792023543844)
ACCESSOS.95801,95801,Gran Via / Alhambra,6660958,Ciutat de la Justícia,1,Accessible,1,2021-07-21,POINT (2.1316721512688925 41.36237484309637)
ACCESSOS.95802,95802,Ciutat de la Justícia,6660958,Ciutat de la Justícia,3,No accessible,0,2021-07-21,POINT (2.133027479850449 41.3634176705468)
ACCESSOS.95901,95901,Aprestadora / Rosell,6660959,Provençana,1,Accessible,1,2021-07-21,POINT (2.1241191296572666 41.36160789642794)
ACCESSOS.113701,113701,Aiguablava,6661137,Casa de l'Aigua,1,Accessible,0,2021-07-21,POINT (2.1851754580532616 41.451261449770584)
ACCESSOS.113801,113801,Avinguda Escolapi Càncer,6661138,Torre Baró | Vallbona,1,Accessible,1,2021-07-21,POINT (2.1807068322278242 41.45929572838615)
ACCESSOS.113811,113811,Sant Feliu de Codines,6661138,Torre Baró | Vallbona,1,Accessible,1,2021-07-21,POINT (2.1792574126156485 41.45930587802702)
ACCESSOS.113901,113901,Avinguda Rasos de Peguera,6661139,Ciutat Meridiana,1,Accessible,1,2021-07-21,POINT (2.1746970655892848 41.46089542038299)
ACCESSOS.114001,114001,Circumval·lació,6661140,Can Cuiàs,1,Accessible,1,2021-07-21,POINT (2.1727425962893063 41.46267788387076)
ACCESSOS.114011,114011,Les Fustes,6661140,Can Cuiàs,1,Accessible,0,2021-07-21,POINT (2.173141755285573 41.46283124731911)
ACCESSOS.990201,990201,Avinguda Miramar,6669902,Parc de Montjuïc,1,Accessible,0,2021-07-21,POINT (2.163094465706356 41.36884517746519)
